dataPsil_00
0.251835,0.241801,0.239460,0.241801,0.150000,0.150000,0.150000,0.150000
0.230645,0.221680,0.219610,0.221680,0.140000,0.140000,0.140000,0.140000
0.080525,0.079210,0.078910,0.079210,0.080000,0.080000,0.080000,0.080000
0.060290,0.059000,0.059000,0.059000,0.070000,0.070000,0.070000,0.070000
0.050705,0.050315,0.050225,0.050315,0.060000,0.060000,0.060000,0.060000
0.045350,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000
0.042145,0.041945,0.041900,0.041945,0.050000,0.050000,0.050000,0.050000
dataPsil_01
0.251835,0.241801,0.239460,0.241801,0.150000,0.150000,0.150000,0.150000
0.230645,0.221680,0.219610,0.221680,0.140000,0.140000,0.140000,0.140000
0.080525,0.079210,0.078910,0.079210,0.080000,0.080000,0.080000,0.080000
0.060290,0.059000,0.059000,0.059000,0.070000,0.070000,0.070000,0.070000
0.050705,0.050315,0.050225,0.050315,0.060000,0.060000,0.060000,0.060000
0.045350,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000
0.042145,0.041945,0.041900,0.041945,0.050000,0.050000,0.050000,0.050000
dataPsil_02
0.251835,0.241801,0.239460,0.241801,0.150000,0.150000,0.150000,0.150000
0.230645,0.221680,0.219610,0.221680,0.140000,0.140000,0.140000,0.140000
0.080525,0.079210,0.078910,0.079210,0.080000,0.080000,0.080000,0.080000
0.060290,0.059000,0.059000,0.059000,0.070000,0.070000,0.070000,0.070000
0.050705,0.050315,0.050225,0.050315,0.060000,0.060000,0.060000,0.060000
0.045350,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000
0.042145,0.041945,0.041900,0.041945,0.050000,0.050000,0.050000,0.050000
dataPsil_03
0.251835,0.241801,0.239460,0.241801,0.150000,0.150000,0.150000,0.150000
0.230645,0.221680,0.219610,0.221680,0.140000,0.140000,0.140000,0.140000
0.080525,0.079210,0.078910,0.079210,0.080000,0.080000,0.080000,0.080000
0.060290,0.059000,0.059000,0.059000,0.070000,0.070000,0.070000,0.070000
0.050705,0.050315,0.050225,0.050315,0.060000,0.060000,0.060000,0.060000
0.045350,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000
0.042145,0.041945,0.041900,0.041945,0.050000,0.050000,0.050000,0.050000
dataPsil_04
0.251835,0.241801,0.239460,0.241801,0.150000,0.150000,0.150000,0.150000
0.230645,0.221680,0.219610,0.221680,0.140000,0.140000,0.140000,0.140000
0.080525,0.079210,0.078910,0.079210,0.080000,0.080000,0.080000,0.080000
0.060290,0.059000,0.059000,0.059000,0.070000,0.070000,0.070000,0.070000
0.050705,0.050315,0.050225,0.050315,0.060000,0.060000,0.060000,0.060000
0.045350,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000
0.042145,0.041945,0.041900,0.041945,0.050000,0.050000,0.050000,0.050000
dataPsil_05
0.251835,0.241801,0.239460,0.241801,0.150000,0.150000,0.150000,0.150000
0.230645,0.221680,0.219610,0.221680,0.140000,0.140000,0.140000,0.140000
0.080525,0.079210,0.078910,0.079210,0.080000,0.080000,0.080000,0.080000
0.060290,0.059000,0.059000,0.059000,0.070000,0.070000,0.070000,0.070000
0.050705,0.050315,0.050225,0.050315,0.060000,0.060000,0.060000,0.060000
0.045350,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000
0.042145,0.041945,0.041900,0.041945,0.050000,0.050000,0.050000,0.050000
dataPsil_06
0.251835,0.241801,0.239460,0.241801,0.150000,0.150000,0.150000,0.150000
0.230645,0.221680,0.219610,0.221680,0.140000,0.140000,0.140000,0.140000
0.080525,0.079210,0.078910,0.079210,0.080000,0.080000,0.080000,0.080000
0.060290,0.059000,0.059000,0.059000,0.070000,0.070000,0.070000,0.070000
0.050705,0.050315,0.050225,0.050315,0.060000,0.060000,0.060000,0.060000
0.045350,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000
0.042145,0.041945,0.041900,0.041945,0.050000,0.050000,0.050000,0.050000
dataPsil_07
0.251835,0.241801,0.239460,0.241801,0.150000,0.150000,0.150000,0.150000
0.230645,0.221680,0.219610,0.221680,0.140000,0.140000,0.140000,0.140000
0.080525,0.079210,0.078910,0.079210,0.080000,0.080000,0.080000,0.080000
0.060290,0.059000,0.059000,0.059000,0.070000,0.070000,0.070000,0.070000
0.050705,0.050315,0.050225,0.050315,0.060000,0.060000,0.060000,0.060000
0.045350,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000
0.042145,0.041945,0.041900,0.041945,0.050000,0.050000,0.050000,0.050000
dataPsil_10
0.230206,0.222028,0.219184,0.222028,0.139167,0.139167,0.139167,0.139167
0.216826,0.209240,0.207396,0.209240,0.130181,0.130181,0.130181,0.130181
0.079652,0.077726,0.077546,0.077726,0.068324,0.068324,0.068324,0.068324
0.059774,0.058600,0.058600,0.058600,0.056600,0.056600,0.056600,0.056600
