dataPsil_00
0.65103500,0.57909500,0.56199000,0.57909500,0.25000000,0.25000000,0.25000000,0.25000000
0.64680500,0.57583000,0.55893500,0.57583000,0.24837566,0.24837566,0.24837566,0.24837566
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
dataPsil_10
0.66025400,0.59407200,0.57813200,0.59407200,0.45942300,0.27074800,0.24938900,0.27074800
0.65600023,0.59076114,0.57502765,0.59076114,0.45609992,0.26829928,0.24703927,0.26829928
0.51514000,0.46277779,0.45008811,0.46277779,0.25892300,0.10931964,0.09719745,0.10931964
0.51158227,0.46001439,0.44749936,0.46001439,0.25655264,0.10764257,0.09557656,0.10764257
dataPsil_20
0.73979900,0.65081800,0.62793400,0.65081800,0.50933300,0.30810300,0.28028400,0.30810300
0.73520020,0.64729643,0.62465249,0.64729643,0.50580223,0.30550477,0.27781469,0.30550477
0.58475793,0.50795477,0.48820323,0.50795477,0.30028748,0.14048022,0.12351216,0.14048022
0.58090041,0.50502671,0.48548230,0.50502671,0.29774826,0.13868158,0.12179216,0.13868158
dataPsil_30
0.54880100,0.50246200,0.49090700,0.50246200,0.44047800,0.27460300,0.25276200,0.27460300
0.54508730,0.49953860,0.48815926,0.49953860,0.43726629,0.27215999,0.25042021,0.27215999
0.40263702,0.36305559,0.35318564,0.36305559,0.21225395,0.08872540,0.07246021,0.08872540
0.39960068,0.36069430,0.35097439,0.36069430,0.21009988,0.08714379,0.07095398,0.08714379
dataPsil_40
0.62056213,0.55441412,0.53668215,0.55441412,0.48931396,0.31157375,0.28326326,0.31157375
0.61653871,0.55129875,0.53377239,0.55129875,0.48589878,0.30898225,0.28080296,0.30898225
0.46519739,0.40433463,0.38823491,0.40433463,0.25142535,0.11896545,0.09787130,0.11896545
0.46189396,0.40182440,0.38590342,0.40182440,0.24911258,0.11726653,0.09627014,0.11726653
dataPsil_50
0.68643800,0.61551200,0.59818600,0.61551200,0.48838000,0.29370245,0.27049386,0.29370245
0.68208609,0.61213248,0.59502009,0.61213248,0.48494593,0.29117056,0.26806952,0.29117056
0.50667400,0.46156000,0.45024800,0.46156000,0.27991600,0.12590493,0.11342559,0.12590493
0.50315552,0.45880152,0.44765864,0.45880152,0.27744836,0.12415101,0.11172950,0.12415101
dataPsil_60
0.78721881,0.68944297,0.66311455,0.68944297,0.56000146,0.34942935,0.32440980,0.34942935
0.78240449,0.68576890,0.65969902,0.68576890,0.55432753,0.34664384,0.32174023,0.34664384
0.58238010,0.51983139,0.50347178,0.51983139,0.32784546,0.16983270,0.15644290,0.16983270
0.57851505,0.51684122,0.50067814,0.51684122,0.32515997,0.16787948,0.15455174,0.16787948
dataPsil_70
0.68643800,0.61551200,0.59818600,0.61551200,0.48838000,0.29370245,0.27049386,0.29370245
0.68208609,0.61213248,0.59502009,0.61213248,0.48494593,0.29117056,0.26806952,0.29117056
0.50667400,0.46156000,0.45024800,0.46156000,0.27991600,0.12590493,0.11342559,0.12590493
0.50315552,0.45880152,0.44765864,0.45880152,0.27744836,0.12415101,0.11172950,0.12415101
dataPsil_80
0.78721881,0.68944297,0.66311455,0.68944297,0.56000146,0.34942935,0.32440980,0.34942935
0.78240449,0.68576890,0.65969902,0.68576890,0.55432753,0.34664384,0.32174023,0.34664384
0.58238010,0.51983139,0.50347178,0.51983139,0.32784546,0.16983270,0.15644290,0.16983270
0.57851505,0.51684122,0.50067814,0.51684122,0.32515997,0.16787948,0.15455174,0.16787948
